monitoring_location_name,activity_start_date,activity_depth_height_unit,sample_collection_equipment_name,characteristic_name,method_speciation,result_value,result_unit,result_detection_quantitation_limit_measure,result_detection_condition,result_analytical_method_instrument
373 LA CB,2004-06-02,epi,,NO2,as NO2-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-06-02,meta,,NO2,as NO2-N,2,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-06-02,meta,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-06-02,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-06-02,epi,,PARTP,as P,11,ug/L,1,,Spectrophotometer
373 LA CB,2004-06-02,meta,,PARTP,as P,9,ug/L,1,,Spectrophotometer
373 LA CB,2004-06-02,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-06-02,meta,,TDN,as N,197,ug/L,5,,Photocombustion
373 LA CB,2004-06-02,epi,,TDN,as N,178,ug/L,5,,Photocombustion
373 LA CB,2004-06-02,epi,,TDP,as P,1,ug/L,1,,Photocombustion
373 LA CB,2004-06-02,meta,,TDP,as P,3,ug/L,1,,Photocombustion
373 LA CB,2004-06-16,epi,,CA,as Ca,2.83,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-06-16,epi,,CHLA,,1.29,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-06-16,meta,,CHLA,,3.6,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-06-16,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-06-16,epi,,DIC,as Total CO2,169,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-16,epi,,DIC,as Total CO2,224,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-16,meta,,DIC,as Total CO2,182,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-16,meta,,DIC,as Total CO2,256,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-16,meta,,DOC,as C,309,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-16,epi,,DOC,as C,328,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-16,epi,,NA,as Na,0.74,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-06-16,epi,,NO2,as NO2-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-06-16,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-06-16,meta,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-06-16,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-06-16,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
373 LA CB,2004-06-16,meta,,PARTP,as P,7,ug/L,1,,Spectrophotometer
373 LA CB,2004-06-16,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-06-16,epi,,TDN,as N,181,ug/L,5,,Photocombustion
373 LA CB,2004-06-16,meta,,TDN,as N,185,ug/L,5,,Photocombustion
373 LA CB,2004-06-16,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-06-16,meta,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-06-30,epi,,CA,as Ca,2.92,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-06-30,epi,,CHLA,,1.07,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-06-30,meta,,CHLA,,2.62,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-06-30,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-06-30,meta,,DIC,as Total CO2,196,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-30,meta,,DIC,as Total CO2,243,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-30,epi,,DIC,as Total CO2,193,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-30,epi,,DIC,as Total CO2,182,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-30,meta,,DOC,as C,327,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-30,epi,,DOC,as C,344,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-06-30,epi,,NA,as Na,0.76,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-06-30,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-06-30,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-06-30,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-06-30,meta,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-06-30,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
373 LA CB,2004-06-30,meta,,PARTP,as P,7,ug/L,1,,Spectrophotometer
373 LA CB,2004-06-30,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-06-30,meta,,TDN,as N,181,ug/L,5,,Photocombustion
373 LA CB,2004-06-30,epi,,TDN,as N,193,ug/L,5,,Photocombustion
373 LA CB,2004-06-30,meta,,TDP,as P,1,ug/L,1,,Photocombustion
373 LA CB,2004-06-30,epi,,TDP,as P,1,ug/L,1,,Photocombustion
373 LA CB,2004-07-14,epi,,CA,as Ca,3,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-07-14,epi,,CHLA,,1.77,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-07-14,meta,,CHLA,,3.29,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-07-14,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-07-14,epi,,DIC,as Total CO2,163,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-14,epi,,DIC,as Total CO2,176,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-14,meta,,DIC,as Total CO2,195,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-14,meta,,DIC,as Total CO2,179,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-14,meta,,DOC,as C,330,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-14,epi,,DOC,as C,355,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-14,epi,,NA,as Na,0.77,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-07-14,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-07-14,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-07-14,meta,,NO3,as NO3-N,2,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-07-14,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-07-14,meta,,PARTP,as P,7,ug/L,1,,Spectrophotometer
373 LA CB,2004-07-14,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
373 LA CB,2004-07-14,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-07-14,epi,,TDN,as N,218,ug/L,5,,Photocombustion
373 LA CB,2004-07-14,meta,,TDN,as N,223,ug/L,5,,Photocombustion
373 LA CB,2004-07-14,meta,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-07-14,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-07-28,epi,,CA,as Ca,2.99,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-07-28,epi,,CHLA,,1.42,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-07-28,meta,,CHLA,,1.92,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-07-28,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-07-28,meta,,DIC,as Total CO2,189,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-28,epi,,DIC,as Total CO2,184,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-28,meta,,DIC,as Total CO2,209,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-28,epi,,DIC,as Total CO2,182,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-28,epi,,DOC,as C,349,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-28,meta,,DOC,as C,326,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-07-28,epi,,NA,as Na,0.79,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-07-28,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-07-28,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-07-28,meta,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-07-28,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-07-28,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
373 LA CB,2004-07-28,meta,,PARTP,as P,6,ug/L,1,,Spectrophotometer
373 LA CB,2004-07-28,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-07-28,meta,,TDN,as N,207,ug/L,5,,Photocombustion
373 LA CB,2004-07-28,epi,,TDN,as N,204,ug/L,5,,Photocombustion
373 LA CB,2004-07-28,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-07-28,meta,,TDP,as P,1,ug/L,1,,Photocombustion
373 LA CB,2004-08-11,epi,,CA,as Ca,2.89,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-08-11,epi,,CHLA,,1.57,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-08-11,meta,,CHLA,,2.13,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-08-11,epi,,COND,,25,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-08-11,epi,,DIC,as Total CO2,186,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-11,epi,,DIC,as Total CO2,181,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-11,meta,,DIC,as Total CO2,204,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-11,meta,,DIC,as Total CO2,222,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-11,meta,,DOC,as C,311,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-11,epi,,DOC,as C,332,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-11,epi,,NA,as Na,0.76,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-08-11,epi,,NO2,as NO2-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-08-11,meta,,NO2,as NO2-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-08-11,meta,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-08-11,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-08-11,epi,,PARTP,as P,5,ug/L,1,,Spectrophotometer
373 LA CB,2004-08-11,meta,,PARTP,as P,6,ug/L,1,,Spectrophotometer
373 LA CB,2004-08-11,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-08-11,meta,,TDN,as N,195,ug/L,5,,Photocombustion
373 LA CB,2004-08-11,epi,,TDN,as N,225,ug/L,5,,Photocombustion
373 LA CB,2004-08-11,epi,,TDP,as P,3,ug/L,1,,Photocombustion
373 LA CB,2004-08-11,meta,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-08-25,epi,,CA,as Ca,2.98,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-08-25,epi,,CHLA,,1.6,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-08-25,meta,,CHLA,,1.53,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-08-25,epi,,COND,,30,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-08-25,epi,,DIC,as Total CO2,206,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-25,meta,,DIC,as Total CO2,182,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-25,meta,,DIC,as Total CO2,178,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-25,epi,,DIC,as Total CO2,174,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-25,epi,,DOC,as C,364,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-25,meta,,DOC,as C,365,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-08-25,epi,,NA,as Na,0.76,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-08-25,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-08-25,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-08-25,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-08-25,meta,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-08-25,meta,,PARTP,as P,5,ug/L,1,,Spectrophotometer
373 LA CB,2004-08-25,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
373 LA CB,2004-08-25,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-08-25,meta,,TDN,as N,177,ug/L,5,,Photocombustion
373 LA CB,2004-08-25,epi,,TDN,as N,177,ug/L,5,,Photocombustion
373 LA CB,2004-08-25,meta,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-08-25,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-09-09,epi,,CA,as Ca,2.98,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-09-09,epi,,CHLA,,1.39,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-09-09,meta,,CHLA,,2.07,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-09-09,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-09-09,epi,,DIC,as Total CO2,190,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-09,epi,,DIC,as Total CO2,177,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-09,meta,,DIC,as Total CO2,186,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-09,meta,,DIC,as Total CO2,240,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-09,meta,,DOC,as C,330,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-09,epi,,DOC,as C,365,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-09,epi,,NA,as Na,0.75,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-09-09,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-09,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-09,meta,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-09,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-09,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
373 LA CB,2004-09-09,meta,,PARTP,as P,3,ug/L,1,,Spectrophotometer
373 LA CB,2004-09-09,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-09-09,meta,,TDN,as N,181,ug/L,5,,Photocombustion
373 LA CB,2004-09-09,epi,,TDN,as N,203,ug/L,5,,Photocombustion
373 LA CB,2004-09-09,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-09-09,meta,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-09-22,epi,,CA,as Ca,2.82,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-09-22,meta,,CHLA,,2.25,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-09-22,epi,,CHLA,,1.72,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-09-22,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-09-22,epi,,DIC,as Total CO2,174,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-22,meta,,DIC,as Total CO2,177,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-22,epi,,DIC,as Total CO2,201,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-22,meta,,DIC,as Total CO2,219,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-22,meta,,DOC,as C,377,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-22,epi,,DOC,as C,390,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-09-22,epi,,NA,as Na,0.74,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-09-22,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-22,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-22,meta,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-22,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-09-22,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
373 LA CB,2004-09-22,meta,,PARTP,as P,4,ug/L,1,,Spectrophotometer
373 LA CB,2004-09-22,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-09-22,meta,,TDN,as N,195,ug/L,5,,Photocombustion
373 LA CB,2004-09-22,epi,,TDN,as N,220,ug/L,5,,Photocombustion
373 LA CB,2004-09-22,epi,,TDP,as P,3,ug/L,1,,Photocombustion
373 LA CB,2004-09-22,meta,,TDP,as P,3,ug/L,1,,Photocombustion
373 LA CB,2004-10-06,epi,,CA,as Ca,2.83,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-10-06,epi,,CHLA,,8.7,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-10-06,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-10-06,epi,,DIC,as Total CO2,190,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-10-06,epi,,DIC,as Total CO2,194,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-10-06,epi,,DOC,as C,368,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-10-06,epi,,NA,as Na,0.75,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-10-06,epi,,NO2,as NO2-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-10-06,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-10-06,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
373 LA CB,2004-10-06,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2004-10-06,epi,,TDN,as N,190,ug/L,5,,Photocombustion
373 LA CB,2004-10-06,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2004-10-26,epi,,CA,as Ca,3.04,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-10-26,epi,,CHLA,,2.08,ug/L,0.01,,Fluorometric-Method
373 LA CB,2004-10-26,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2004-10-26,epi,,DIC,as Total CO2,196,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-10-26,epi,,DOC,as C,353,umol/L,10,,Automated conductimetric technique
373 LA CB,2004-10-26,epi,,NA,as Na,0.74,mg/L,0.01,,Atomic-Absorption
373 LA CB,2004-10-26,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2004-10-26,epi,,NO3,as NO3-N,3,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2004-10-26,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
373 LA CB,2004-10-26,epi,,PH,,7.47,SU,#N/A,,pH Meter
373 LA CB,2004-10-26,epi,,TDN,as N,185,ug/L,5,,Photocombustion
373 LA CB,2004-10-26,epi,,TDP,as P,3,ug/L,1,,Photocombustion
373 LA CB,2005-04-27,epi,,CA,as Ca,3.1,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-04-27,epi,,CHLA,,15.24,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-04-27,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2005-04-27,epi,,DIC,as Total CO2,190,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-04-27,epi,,DOC,as C,311,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-04-27,epi,,NA,as Na,0.72,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-04-27,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-04-27,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-04-27,epi,,PARTP,as P,12,ug/L,1,,Spectrophotometer
373 LA CB,2005-04-27,epi,,PH,,7.32,SU,#N/A,,pH Meter
373 LA CB,2005-04-27,epi,,TDN,as N,155,ug/L,5,,Photocombustion
373 LA CB,2005-04-27,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2005-05-02,epi,,CA,as Ca,3.03,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-05-02,epi,,CHLA,,1.94,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-05-02,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2005-05-02,epi,,DIC,as Total CO2,193,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-02,epi,,DIC,as Total CO2,167,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-02,epi,,DOC,as C,321,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-02,epi,,NA,as Na,0.74,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-05-02,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-05-02,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-05-02,epi,,PARTP,as P,8,ug/L,1,,Spectrophotometer
373 LA CB,2005-05-02,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2005-05-02,epi,,TDN,as N,144,ug/L,5,,Photocombustion
373 LA CB,2005-05-02,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2005-05-18,epi,,CA,as Ca,2.85,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-05-18,meta,,CHLA,,1.83,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-05-18,epi,,CHLA,,0.72,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-05-18,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
373 LA CB,2005-05-18,epi,,DIC,as Total CO2,194,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-18,meta,,DIC,as Total CO2,225,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-18,epi,,DIC,as Total CO2,187,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-18,meta,,DIC,as Total CO2,200,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-18,meta,,DOC,as C,310,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-18,epi,,DOC,as C,300,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-05-18,epi,,NA,as Na,0.72,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-05-18,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-05-18,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-05-18,meta,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2005-05-18,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2005-05-18,meta,,PARTP,as P,5,ug/L,1,,Spectrophotometer
373 LA CB,2005-05-18,epi,,PARTP,as P,5,ug/L,1,,Spectrophotometer
373 LA CB,2005-05-18,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2005-05-18,epi,,TDN,as N,167,ug/L,5,,Photocombustion
373 LA CB,2005-05-18,meta,,TDN,as N,170,ug/L,5,,Photocombustion
373 LA CB,2005-05-18,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2005-05-18,meta,,TDP,as P,3,ug/L,1,,Photocombustion
373 LA CB,2005-06-01,epi,,CA,as Ca,2.75,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-06-01,epi,,CHLA,,1.74,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-06-01,meta,,CHLA,,1.41,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-06-01,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
373 LA CB,2005-06-01,epi,,DIC,as Total CO2,196,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-06-01,meta,,DIC,as Total CO2,215,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-06-01,meta,,DIC,as Total CO2,227,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-06-01,epi,,DIC,as Total CO2,193,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-06-01,epi,,DOC,as C,350,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-06-01,meta,,DOC,as C,322,umol/L,10,,Automated conductimetric technique
373 LA CB,2005-06-01,epi,,NA,as Na,0.73,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-06-01,epi,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-06-01,meta,,NO2,as NO2-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-06-01,epi,,NO3,as NO3-N,0,ug/L,1,Below Detection/Quantification Limit,Technicon Autoanalyzer
373 LA CB,2005-06-01,meta,,NO3,as NO3-N,2,ug/L,1,,Technicon Autoanalyzer
373 LA CB,2005-06-01,epi,,PARTP,as P,3,ug/L,1,,Spectrophotometer
373 LA CB,2005-06-01,meta,,PARTP,as P,6,ug/L,1,,Spectrophotometer
373 LA CB,2005-06-01,epi,,PH,,7,SU,#N/A,,pH Meter
373 LA CB,2005-06-01,epi,,TDN,as N,206,ug/L,5,,Photocombustion
373 LA CB,2005-06-01,meta,,TDN,as N,184,ug/L,5,,Photocombustion
373 LA CB,2005-06-01,meta,,TDP,as P,8,ug/L,1,,Photocombustion
373 LA CB,2005-06-01,epi,,TDP,as P,2,ug/L,1,,Photocombustion
373 LA CB,2005-06-15,epi,,CA,as Ca,2.75,mg/L,0.01,,Atomic-Absorption
373 LA CB,2005-06-15,epi,,CHLA,,0.87,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-06-15,meta,,CHLA,,1.34,ug/L,0.01,,Fluorometric-Method
373 LA CB,2005-06-15,epi,,COND,,24,uS/cm,1,,Radiometer CDM 3
373 LA CB,2005-06-15,epi,,DIC,as Total CO2,153,umol/L,10,,Automated conductimetric technique
